name,rate_of_the_hotel,location_rating,comfort,staff,desk_24/7,rate_of_facilities,swimming_pool,bar,wifi,value_for_money,parking,Elevator,Cleanliness,Babysitting_Child_services,Sauna,pets,Wheelchair_accessible,safe,city,sum of facilities,sum of services
Angus Hotel,7.7,9.3,8.0,8.7,0,7.5,0,0,1,7.8,0,0,8.4,0,0,0,0,1,London,1,1
The Coach,8.1,8.8,8.9,9.0,0,8.1,0,1,1,8.0,0,0,8.7,0,0,0,0,0,London,1,1
The Zetter Hotel,8.3,9.0,9.0,9.1,0,8.4,0,1,1,7.9,0,1,9.0,0,0,0,0,1,London,3,1
Hard Rock Hotel London,8.3,9.5,8.8,8.8,1,8.5,0,1,1,7.7,0,1,8.7,0,0,1,1,1,London,3,4
H10 London Waterloo,8.4,8.7,8.7,8.9,1,8.5,0,1,0,8.1,0,1,8.8,0,0,0,0,1,London,3,1
Riu Plaza London Victoria,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,1,1,8.330506216696257,0,1,8.686589698046161,0,0,0,0,1,London,3,1
Signature Townhouse London Hyde Park,7.0,8.7,7.5,8.2,0,7.0,0,0,1,7.4,0,1,7.4,0,0,0,0,1,London,2,1
Elegant Kensington Apartment with patio,8.9,9.5,9.1,9.6,0,8.9,0,0,1,8.8,0,0,9.1,0,0,0,0,0,London,0,1
The Marylebone Hotel,8.3,9.5,9.0,9.2,0,8.4,1,1,1,7.6,0,1,8.8,0,1,1,0,1,London,5,2
Iolanthe,9.1,9.2,9.1,9.6,0,8.9,0,1,1,9.3,1,0,9.4,0,0,0,0,0,London,2,1
"The Clermont London, Charing Cross",8.8,9.8,9.2,9.4,1,8.8,0,1,1,8.3,0,1,9.2,0,0,0,0,1,London,3,2
"Holiday Inn London - Whitechapel, an IHG Hotel",8.3,7.2,8.8,8.9,1,8.5,0,1,1,8.2,0,1,9.0,0,0,0,0,1,London,3,2
Shoreditch by CAPITAL,7.7,8.3,8.1,7.5,0,8.1,0,0,1,7.8,0,0,8.6,0,0,0,0,0,London,0,1
Redchurch Townhouse,9.5,9.6,9.8,9.6,0,9.5,0,1,1,8.9,0,1,9.8,1,0,0,1,1,London,3,3
Thistle London Marble Arch,7.5,9.4,7.9,7.9,1,7.4,0,1,1,6.9,0,1,7.7,0,0,0,0,1,London,3,2
Ridgemount Hotel,8.6,9.5,8.6,9.7,0,8.1,0,0,1,8.9,0,1,9.0,0,0,0,0,0,London,1,1
Kip Hotel,7.5,8.5,8.0,8.5,0,7.7,0,0,1,7.8,0,1,8.2,0,0,0,0,0,London,1,1
Comfortable Central Apartment in London,8.3,9.1,8.6,9.5,0,9.0,0,0,1,8.2,1,0,8.9,0,0,0,0,0,London,1,1
The Waldorf Hilton,7.9,9.5,8.6,8.6,1,8.1,1,1,0,7.2,0,1,8.5,0,0,0,1,1,London,4,2
"Crowne Plaza London Kings Cross, an IHG Hotel",7.5,7.8,8.2,8.3,1,7.6,1,0,1,7.2,1,1,8.2,0,0,0,0,1,London,4,2
The Leonard Hotel,7.5,9.3,7.8,8.6,0,7.3,0,1,1,7.0,0,1,7.7,1,0,0,0,1,London,3,2
The Hurdwick,7.8,9.2,8.2,8.1,0,7.7,0,0,1,7.9,1,1,8.3,0,0,0,0,0,London,2,1
The Mandeville Hotel,8.2,9.6,8.7,9.1,0,8.1,0,1,1,7.7,0,1,8.5,0,0,0,0,1,London,3,1
Novotel London West,7.2,8.4,7.7,8.1,1,7.5,0,1,1,7.0,1,1,7.7,0,0,1,1,1,London,4,4
The Beaumont Hotel,9.5,9.8,9.8,9.7,0,9.4,0,1,1,8.7,1,1,9.8,1,1,0,0,1,London,5,2
"Radisson Blu Edwardian Hampshire Hotel, London",8.4,9.7,9.0,9.3,1,8.4,0,1,1,7.8,1,1,8.9,0,0,0,1,0,London,3,3
"Holiday Inn London Bloomsbury, an IHG Hotel",7.9,9.1,8.1,9.0,1,7.8,0,1,1,7.4,1,1,8.2,0,0,0,1,1,London,4,3
nhow London,9.0,8.5,9.4,9.3,1,9.2,0,1,1,8.6,1,1,9.4,0,0,1,1,1,London,4,4
"The May Fair, A Radisson Collection Hotel, Mayfair London",8.0,9.5,8.7,8.8,1,8.2,0,1,1,7.5,1,1,8.5,0,1,0,1,1,London,5,3
The Grange Pub,8.1,8.6,8.4,9.0,0,7.8,0,1,1,8.7,0,0,8.6,0,0,1,0,0,London,1,2
Four Seasons Hotel London at Park Lane,9.1,9.4,9.5,9.5,1,9.1,0,1,1,8.0,1,1,9.4,1,1,1,0,1,London,5,4
Belsize Park Apartments,7.9,8.9,8.6,8.3,0,7.6,0,0,1,7.7,1,0,8.4,0,0,0,0,0,London,1,1
Carlton Hotel,5.7,8.8,6.0,7.3,0,5.5,0,0,1,6.2,0,1,6.3,0,0,0,0,0,London,1,1
Flemings Mayfair,8.6,9.7,9.2,9.3,0,8.6,0,1,1,8.0,1,1,9.1,0,0,1,1,1,London,4,3
Prime Inn,7.9,9.0,8.0,9.1,0,7.8,0,0,1,8.2,1,0,8.0,0,0,0,0,1,London,2,1
Bower House,8.1,9.2,8.5,9.2,0,8.0,0,0,1,8.5,1,0,8.5,0,0,0,0,1,London,2,1
Goodwin St,8.7,9.5,9.2,9.0,0,8.4,0,0,0,8.9,0,1,9.2,0,0,1,0,0,London,1,1
Hotel DC,7.8,7.6,8.1,8.9,0,7.8,0,0,1,8.1,1,1,8.3,0,0,0,0,0,London,2,1
The Brewers Inn,8.8,8.8,9.2,9.4,0,8.9,0,1,1,8.7,0,0,9.2,0,0,1,0,1,London,2,2
The Station Hotel,8.5,9.1,9.0,9.1,0,8.6,0,1,1,8.7,0,0,9.1,0,0,0,0,0,London,1,1
Mama Shelter London - Shoreditch,8.5,8.6,8.9,9.1,1,8.7,0,1,1,8.2,0,1,8.9,0,0,1,1,1,London,3,4
The Fox & Goose Hotel,9.1,8.4,9.4,9.4,0,9.3,0,1,1,9.0,1,1,9.4,0,0,1,0,1,London,4,2
Hotel du Vin Cannizaro House Wimbledon,8.1,9.2,8.8,8.6,1,8.1,0,1,1,7.7,1,1,8.6,1,0,1,0,1,London,4,4
"Holiday Inn Express Earls Court, an IHG Hotel",8.1,8.2,8.3,9.1,1,8.1,0,1,1,8.3,1,1,8.5,0,0,1,1,1,London,4,4
"Hart Shoreditch Hotel London, Curio Collection by Hilton",9.0,9.4,9.5,9.4,1,9.2,0,1,1,8.7,0,1,9.5,0,0,1,1,1,London,3,4
Stylish Apartment Kensington,7.9,8.5,8.1,8.6,0,7.9,0,0,0,8.1,0,0,8.1,0,0,0,0,0,London,0,0
The Resident Soho,8.9,9.8,9.3,9.7,0,8.9,0,0,1,8.6,1,1,9.3,0,0,0,0,1,London,3,1
The Bedford Balham - Live Music Venue,8.2,8.9,8.8,8.6,0,8.5,0,1,1,8.4,0,0,8.8,0,0,0,0,0,London,1,1
St. Pancras Renaissance Hotel London,7.6,9.2,8.7,8.4,1,8.0,1,1,1,6.7,1,1,8.6,0,1,1,1,1,London,6,4
The Landmark London,8.9,9.1,9.4,9.2,0,9.1,1,1,1,8.1,0,1,9.3,0,1,0,0,1,London,5,1
DoubleTree by Hilton London Victoria,7.7,9.0,8.3,8.4,1,7.9,0,1,1,7.2,0,1,8.2,0,0,0,1,1,London,3,3
Fox and Anchor,8.3,9.0,8.7,8.8,0,8.5,0,1,1,8.2,0,0,8.8,0,0,0,0,1,London,2,1
Apex Temple Court Hotel,8.9,9.2,9.5,9.2,1,9.1,0,1,1,8.7,1,1,9.5,0,0,0,1,1,London,4,3
COMO The Halkin,9.2,9.4,9.5,9.5,1,8.8,0,1,1,8.6,0,1,9.3,1,0,0,0,1,London,3,3
Rafayel Hotel & Spa,7.4,7.8,8.2,7.8,0,7.7,0,1,1,7.3,1,1,8.2,0,1,1,0,1,London,5,2
Bright apartment near Hyde Park,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,1,8.686589698046161,0,0,0,0,0,London,1,1
Spread Eagle,9.1,8.7,9.5,9.4,0,9.4,0,1,1,8.9,0,0,9.6,0,0,0,0,0,London,1,1
"Holiday Inn Express London Victoria, an IHG Hotel",7.6,8.8,7.9,8.8,1,7.6,0,1,1,7.4,0,1,8.0,0,0,0,0,1,London,3,2
Grange White Hall Hotel,6.9,9.0,7.5,8.1,0,6.9,0,1,1,7.0,0,1,7.5,1,0,0,0,1,London,3,2
Best Western Chiswick Palace & Suites London,8.0,8.9,8.4,8.9,1,8.1,0,1,1,8.1,1,1,8.4,0,0,0,0,1,London,4,2
London Lodge Hotel,8.0,9.1,8.4,9.4,0,7.8,0,1,1,8.0,1,1,8.3,1,0,0,0,1,London,4,2
DoubleTree by Hilton London – West End,7.0,8.7,7.6,8.3,1,7.3,0,1,1,6.7,1,1,7.5,0,0,0,1,1,London,4,3
Thistle Bloomsbury Park,6.9,8.7,7.5,8.1,1,6.8,0,1,1,6.7,0,1,7.5,0,0,0,0,1,London,3,2
The Warwick By Aura Collection,6.9,8.9,7.5,7.4,0,6.9,0,0,1,7.0,1,1,7.5,0,0,0,0,0,London,2,1
Snoozebox Olympic Park,8.0,8.9,8.3,9.1,0,7.9,0,1,1,8.5,1,0,8.4,0,0,0,1,1,London,3,2
Millennium Gloucester Hotel London,7.3,8.9,7.8,8.0,1,7.4,0,1,1,7.3,1,1,7.7,0,0,0,0,1,London,4,2
"The Wellesley, a Luxury Collection Hotel, Knightsbridge, London",9.1,9.6,9.6,9.4,1,9.1,0,1,1,8.3,1,1,9.3,0,0,0,0,1,London,4,2
St Martins Lane London,8.8,9.8,9.4,9.3,1,8.9,0,1,1,8.1,1,1,9.3,1,0,1,0,1,London,4,4
Bentley London,7.0,8.5,7.9,7.9,0,6.9,1,1,1,6.4,0,0,7.7,0,0,0,0,1,London,3,1
Moxy London Stratford,8.2,9.0,8.7,8.7,1,8.3,0,1,1,7.9,0,1,8.7,0,0,1,1,0,London,2,4
London Marriott Hotel County Hall,8.4,9.5,9.0,8.9,1,8.5,1,1,1,7.7,1,1,8.9,1,1,0,0,1,London,6,3
The Bryson Hotel,7.5,8.5,7.9,8.6,0,7.4,0,0,1,7.2,1,1,7.9,0,0,0,1,1,London,3,2
Hyatt Regency London - The Churchill,8.5,9.4,9.0,8.7,1,8.5,0,1,1,7.5,1,1,8.8,1,0,0,0,1,London,4,3
Doubletree By Hilton London Kensington,7.4,9.1,7.9,8.5,1,7.5,0,1,1,7.3,0,1,7.8,0,0,0,1,0,London,2,3
Aptel East,8.5,7.5,8.9,9.2,1,8.7,0,0,1,8.4,0,1,9.1,0,0,1,1,1,London,2,4
London Marriott Hotel Kensington,8.3,8.7,8.8,9.0,1,8.5,0,1,1,7.7,1,1,8.8,0,0,0,1,1,London,4,3
Hilton London Olympia,6.8,8.2,7.3,8.3,1,7.0,0,1,1,6.7,1,1,7.4,0,0,0,1,1,London,4,3
"The Biltmore Mayfair, LXR Hotels & Resorts",8.8,9.7,9.2,9.0,1,8.9,0,1,1,7.9,0,1,9.2,0,0,0,1,1,London,3,3
Redchurch House,7.1,8.8,7.6,8.0,0,7.0,0,0,1,7.4,0,0,7.5,0,0,0,1,0,London,0,2
Crestfield Hotel,7.8,9.4,8.1,8.7,0,7.6,0,1,1,8.0,0,0,8.4,0,0,0,0,1,London,2,1
The Z Hotel Covent Garden,8.4,9.8,8.8,9.2,1,8.4,0,1,1,8.5,0,1,8.8,0,0,0,1,0,London,2,3
Novotel London Paddington,8.1,8.8,8.4,8.9,1,8.3,1,1,1,7.7,0,1,8.3,0,1,1,0,1,London,5,3
The Chamberlain,8.5,9.2,9.0,9.0,0,8.6,0,1,1,8.3,1,1,8.9,0,0,0,1,1,London,4,2
Marylebone Inn,8.2,9.4,8.5,8.6,0,8.1,0,0,1,8.5,0,1,8.7,0,0,1,0,0,London,1,2
"Stunning four bedroom house close to Excel, O2 & Central London with free parking",8.6,8.5,8.9,9.1,0,8.8,0,1,1,9.0,0,0,8.7,0,0,0,0,0,London,1,1
The Montcalm At Brewery London City,6.7,8.3,7.7,7.7,1,6.9,0,1,1,6.6,0,1,7.6,0,0,0,0,1,London,3,2
Candy Cafe Apartment,8.5,10.0,8.3,9.4,0,8.3,0,0,1,7.9,1,0,9.4,0,0,0,0,0,London,1,1
Bayswater by CAPITAL,6.8,8.8,7.5,6.8,0,7.3,0,0,1,6.8,0,1,7.5,0,0,0,0,1,London,2,1
The Portobello Hotel,8.5,9.4,8.9,9.2,0,8.3,0,1,1,7.9,0,1,9.0,0,0,1,0,1,London,3,2
Hilton London Canary Wharf,8.5,8.9,9.0,9.1,1,8.6,0,1,1,8.1,1,1,9.0,0,1,1,1,1,London,5,4
"Radisson Blu Edwardian Grafton Hotel, London",7.9,9.0,8.5,8.7,1,8.0,0,1,1,7.4,1,1,8.5,0,0,0,1,1,London,4,3
London zone2 Classic 3 bedroom,8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,0,8.686589698046161,0,0,0,0,0,London,0,1
London Marriott Hotel Marble Arch,7.7,8.6,8.2,8.5,1,7.7,1,1,1,7.0,1,1,8.1,0,0,0,1,1,London,5,3
"Stylish Apartment near Carnaby Street, sleeps 4.",8.390776053215099,9.204795737122536,8.653108348134985,8.980772646536419,0,8.372735346358793,0,0,1,8.330506216696257,0,1,8.686589698046161,0,0,0,0,0,London,1,1
"The Dixon, Tower Bridge, Autograph Collection",8.8,9.4,9.4,9.1,1,9.0,0,1,1,8.4,1,1,9.3,0,0,0,1,1,London,4,3
Canary Wharf Studios,7.1,7.8,7.9,8.4,0,7.4,0,0,1,7.6,0,0,7.9,0,0,0,0,0,London,0,1
The Z Hotel Strand,8.6,9.7,9.0,9.3,1,8.6,0,1,1,8.6,0,1,9.0,0,0,0,1,0,London,2,3
Astor Court Hotel,8.3,9.3,9.1,8.9,0,8.3,0,0,1,8.3,0,1,9.1,0,0,0,0,1,London,2,1
Lovely self contained studio now available,9.5,8.8,9.2,10.0,0,10.0,0,0,1,9.6,0,0,9.6,0,0,0,0,0,London,0,1
Baglioni Hotel London - The Leading Hotels of the World,8.9,9.4,9.2,9.4,1,8.9,0,1,1,8.2,1,1,9.2,1,0,1,0,1,London,4,4
Apex London Wall Hotel,8.9,9.0,9.4,9.4,1,9.1,0,1,1,8.5,1,1,9.5,0,0,0,0,1,London,4,2
Citadines Islington London,8.9,9.4,9.3,9.0,1,9.0,0,0,1,8.4,0,1,9.3,0,0,1,0,1,London,2,3
Lancaster Gate Hotel,7.8,9.0,8.2,8.7,0,7.7,0,1,1,8.1,0,1,8.2,0,0,0,0,1,London,3,1
Marlin Canary Wharf,7.3,8.0,7.8,8.1,1,7.4,0,0,1,7.1,1,1,7.8,0,0,0,0,0,London,2,2
The Old Gin Distillery est 1850,9.8,9.3,9.9,9.9,0,9.9,0,0,1,9.7,0,0,9.9,0,0,0,0,0,London,0,1
"Great Northern Hotel, A Tribute Portfolio Hotel, London",8.3,9.5,8.9,8.9,1,8.3,0,1,1,7.6,0,1,9.0,0,0,0,0,1,London,3,2
Putney Hotel; BW Signature Collection,7.2,8.7,7.8,7.8,1,7.5,0,0,1,7.0,0,1,8.1,0,0,0,1,1,London,2,3
Hotel Cafe Royal,9.3,9.8,9.6,9.6,0,9.4,1,1,1,8.5,1,1,9.6,1,1,1,1,1,London,6,4
Oxford Hotel,8.3,9.1,9.0,8.8,0,8.5,0,0,1,8.5,1,1,8.9,0,0,0,0,1,London,3,1
Space ApartHotel,8.2,9.2,8.3,8.8,1,8.3,0,0,1,8.2,0,1,8.3,0,0,0,0,1,London,2,2
Studios2Let - North Gower,7.4,9.0,7.5,8.1,0,7.5,0,0,1,7.9,0,0,7.9,0,0,0,0,0,London,0,1
Marlin Apartments London City - Queen Street,7.3,9.0,7.5,8.0,1,7.5,0,1,1,7.2,0,1,7.5,0,0,0,0,0,London,2,2
"Crowne Plaza London Ealing, an IHG Hotel",7.9,7.8,8.5,8.5,1,8.1,0,1,1,7.7,1,1,8.5,0,0,0,1,1,London,4,3
Park Avenue J Hotel London Hyde Park,7.2,8.7,7.5,8.6,0,7.3,0,0,1,7.4,0,1,7.5,0,0,0,0,1,London,2,1
11 Cadogan Gardens Hotel & Apartments,8.5,9.7,9.0,9.3,0,8.5,0,1,1,7.9,0,1,8.9,1,0,0,1,1,London,3,3
Arsenal One-Bedroom Apartment,9.0,10.0,7.5,10.0,0,10.0,0,0,1,7.5,0,1,10.0,0,0,1,1,1,London,2,3
Wilde Aparthotels by Staycity London Paddington,9.1,9.2,9.2,9.4,1,9.2,0,1,1,8.5,0,0,9.2,0,0,0,0,0,London,1,2
Wilde Aparthotels by Staycity Covent Garden,9.0,9.8,9.2,9.5,1,9.0,0,0,1,8.7,1,1,9.2,0,0,0,1,1,London,3,3
The Park City Grand Plaza Kensington Hotel,7.8,8.6,8.4,8.6,0,7.6,0,0,0,7.7,0,1,8.3,0,0,0,1,1,London,2,1
Rest Boutique Notting Hill,8.0,10.0,7.5,7.5,0,10.0,0,0,1,10.0,0,0,7.5,0,0,0,0,0,London,0,1
The Tophams Hotel,8.4,9.6,8.8,9.1,0,8.1,0,1,1,8.2,0,1,8.9,0,0,0,0,1,London,3,1
Citadines Barbican London,8.2,8.6,8.7,8.5,1,8.2,0,1,1,7.8,1,1,8.8,0,0,1,0,1,London,4,3
The Resident Kensington,8.8,9.4,9.2,9.6,0,8.7,0,0,1,8.5,0,1,9.2,0,0,0,0,1,London,2,1
The Z Hotel Piccadilly,7.9,9.7,8.3,9.0,1,7.8,0,1,1,8.1,0,0,8.4,0,0,0,0,0,London,1,2
Best Western Mornington Hotel Hyde Park,7.4,9.0,7.8,8.4,1,7.5,0,1,1,7.6,0,1,7.8,0,0,0,0,1,London,3,2
The Bailey's Hotel London Kensington,7.9,9.3,8.4,8.5,1,7.9,0,1,1,7.6,1,1,8.4,0,0,0,0,1,London,4,2
London Hilton on Park Lane,7.9,9.2,8.5,8.6,1,8.0,0,1,1,7.4,1,1,8.4,1,1,1,0,1,London,5,4
Harlinger Lodge,8.9,8.0,9.1,9.8,0,9.2,0,0,1,9.1,0,0,9.4,0,0,0,0,1,London,1,1
Modern Superior Studio & Deluxe Mezzanine Flat in Paddington 10 Mins Walk To Hyde Park,6.7,7.9,7.1,7.5,0,7.1,0,0,1,6.8,0,0,8.6,0,0,0,0,0,London,0,1
The Distillery,7.8,9.4,7.9,8.6,0,7.7,0,1,1,7.4,0,0,7.9,0,0,0,0,0,London,1,1
Hyde Park Executive Apartments,6.6,8.9,6.9,8.0,1,6.7,0,0,1,7.3,0,1,6.8,0,0,0,0,1,London,2,2
Covent Garden Piazza by Stayo,8.6,9.5,9.1,8.1,0,8.6,0,0,1,7.8,0,1,9.0,0,0,0,0,0,London,1,1
8 Ravenscourt Gardens,9.4,9.4,9.5,9.9,0,9.6,0,0,1,9.3,1,0,9.8,0,0,0,0,0,London,1,1
ibis London Blackfriars,8.0,9.1,8.2,8.9,1,7.9,0,1,1,7.8,0,1,8.3,0,0,0,1,1,London,3,3
Heeton Concept Hotel - Kensington London,6.9,8.9,7.2,8.3,0,6.8,0,1,1,7.5,0,1,7.2,0,0,0,0,0,London,2,1
Modern Apartments in Bayswater Central London FREE WIFI & AIRCON by City Stay London,7.6,8.5,7.8,7.8,0,7.7,0,0,1,7.5,1,1,7.8,0,0,0,1,1,London,3,2
Sonder The Henry,8.3,9.0,8.9,9.0,0,8.4,0,0,1,8.0,0,1,8.8,0,0,0,0,0,London,1,1
Sheraton Grand London Park Lane,8.2,9.3,8.8,8.7,1,8.2,0,1,1,7.4,1,1,8.6,0,0,1,0,1,London,4,3
Norfolk Towers Paddington,7.4,8.7,8.1,8.3,0,7.5,0,1,1,7.5,0,1,8.0,0,0,0,0,1,London,3,1
Bob W Hyde Park,10.0,10.0,10.0,10.0,0,10.0,0,0,1,10.0,0,0,10.0,0,0,0,0,0,London,0,1
Commodore Hotel,7.6,8.9,8.3,8.2,0,7.6,0,0,1,7.5,0,1,8.3,0,0,0,0,1,London,2,1
Hampton By Hilton London Docklands,8.4,8.2,8.8,8.9,1,8.6,0,1,1,8.4,1,1,8.8,0,0,0,1,1,London,4,3
The Brookmill,8.5,8.2,8.9,9.2,0,8.7,0,1,0,8.2,1,0,9.2,0,0,0,0,0,London,2,0
The Lincoln Suites,8.9,9.7,9.3,9.4,1,9.0,0,0,1,8.7,0,1,9.3,0,0,1,1,0,London,1,4
Sea Containers London,8.8,9.5,9.4,9.2,0,9.0,0,1,1,8.1,1,1,9.3,1,0,1,1,1,London,4,4
Strathmore Hotel,7.6,9.2,8.1,8.7,0,7.5,0,1,1,7.5,1,1,8.1,1,0,0,0,1,London,4,2
LOFT IN CENTRAL LONDON- 4,6.3,8.5,7.5,7.0,0,7.5,0,0,1,6.0,0,0,8.0,0,0,0,0,0,London,0,1
Colliers Hotel,6.1,8.8,6.3,7.2,0,6.0,0,0,1,6.6,1,0,6.6,0,0,0,0,0,London,1,1
The Z Hotel Trafalgar,8.5,9.7,8.8,9.2,1,8.6,0,1,1,8.5,0,1,8.9,0,0,0,1,0,London,2,3
Victoria Studios,8.2,7.2,8.6,8.3,0,8.3,0,0,1,8.3,0,1,8.6,0,0,0,0,1,London,2,1
Dover Hotel - B&B,7.0,9.0,7.3,8.2,0,6.8,0,0,1,7.3,1,0,7.4,0,0,0,0,1,London,2,1
Sloane Place,8.7,9.6,9.3,9.2,0,8.7,0,1,1,8.5,1,1,9.2,0,0,1,0,1,London,4,2
The Clerk & Well Pub and Rooms,8.6,8.9,9.2,8.9,0,8.7,0,1,1,8.4,0,0,9.3,0,0,0,0,0,London,1,1
"Club Quarters Hotel St Paul's, London",7.6,9.3,8.1,8.4,0,7.6,0,0,1,7.3,0,1,8.0,0,0,1,0,1,London,2,2
The Pilot Inn,8.6,9.5,8.9,9.3,0,8.7,0,1,1,8.2,0,0,9.0,0,0,0,0,1,London,2,1
"Holiday Inn Express Royal Docks, an IHG Hotel",7.7,8.4,7.9,8.6,1,7.7,0,1,1,7.8,1,1,8.0,0,0,0,0,1,London,4,2
The Dwelling Point - Cannon Street,8.3,9.4,8.4,9.1,0,8.5,0,0,1,8.6,0,1,8.5,0,0,0,0,0,London,1,1
Hyde Park Green,7.4,9.0,7.9,8.6,0,7.4,0,0,1,7.5,0,0,7.9,0,0,0,0,0,London,0,1
London Marriott Hotel Grosvenor Square,8.0,9.6,8.5,8.6,1,8.1,0,1,1,7.3,1,1,8.5,0,0,0,1,1,London,4,3
Central Victorian House,8.0,8.9,8.7,8.2,0,8.0,0,0,1,8.2,0,0,8.8,0,0,0,0,1,London,1,1
Half Moon,9.0,9.0,9.4,9.6,0,9.2,0,1,1,8.8,0,1,9.5,0,0,0,0,0,London,2,1
2 Bedroom Apartment close to Camden Town,9.2,9.3,9.1,9.7,0,9.4,0,1,1,9.3,1,0,9.3,0,0,1,0,0,London,2,2
Citadines Holborn - Covent Garden London,7.8,9.3,8.0,8.4,1,7.7,0,0,1,7.5,0,1,8.0,0,0,1,1,1,London,2,4
Leonardo Royal London Tower Bridge,8.0,8.8,8.6,8.4,1,8.3,1,1,1,7.9,0,1,8.5,0,1,0,1,1,London,5,3
"Brown's Hotel, a Rocco Forte Hotel",9.1,9.7,9.4,9.5,1,9.1,0,1,1,8.1,0,1,9.4,1,0,1,0,1,London,3,4
The Knaresborough by Aura Collection,7.6,9.1,7.8,8.4,0,7.6,0,0,1,7.5,0,1,7.9,0,0,0,0,0,London,1,1
London Marriott Hotel Canary Wharf,8.4,9.0,9.0,8.9,1,8.5,0,1,1,8.1,1,1,9.0,0,1,0,1,1,London,5,3
London Court Hotel,8.0,9.1,8.2,9.1,0,7.9,0,0,1,8.2,0,1,8.2,0,0,0,0,1,London,2,1
Lux Apartments in Fulham by Dino,8.2,9.2,8.3,8.7,0,8.3,0,0,1,8.2,1,1,8.4,0,0,0,0,0,London,2,1
The Corner London City,8.0,8.5,8.4,8.4,0,8.1,0,1,1,8.0,1,1,8.5,0,0,1,1,1,London,4,3
Eccleston Square Hotel,8.5,9.2,9.1,9.2,1,8.6,0,1,1,7.8,0,1,9.0,0,0,0,0,1,London,3,2
Leonardo Royal Hotel London City - Tower of London,7.9,9.2,8.5,8.5,1,8.2,1,1,1,7.8,0,1,8.4,1,1,0,1,1,London,5,4
Chateau Denmark,8.8,9.5,9.5,9.3,0,8.6,0,0,1,8.0,1,0,9.4,0,0,1,0,1,London,2,2
2 Bedroom Apartment in South Hampstead,9.3,9.7,9.4,9.7,0,9.4,0,0,1,8.9,0,0,9.4,0,0,0,0,0,London,0,1
The Crescent Hyde Park,8.2,9.2,8.8,8.9,0,8.1,0,0,1,7.9,0,0,8.7,0,0,0,1,1,London,1,2
ibis Styles London Southwark - near Borough Market,8.6,9.3,9.0,9.3,1,8.7,0,1,1,8.4,1,1,9.0,0,0,1,1,1,London,4,4
Blandford Hotel,7.4,9.2,8.0,8.7,0,7.3,0,0,1,7.2,0,1,7.9,0,0,0,0,1,London,2,1
The Z Hotel Soho,7.7,9.6,8.1,8.9,1,7.7,0,1,1,7.9,0,1,8.0,0,0,0,0,0,London,2,2
Lovely 2 Bedroom Apartment near Highgate Station,9.3,8.8,9.5,8.6,0,9.0,0,0,1,9.0,0,0,8.3,0,0,0,0,0,London,0,1
Holmes Hotel London,8.9,9.6,9.2,9.4,1,9.0,0,1,1,8.4,0,1,9.2,0,0,1,1,1,London,3,4
Red Lion,8.5,8.6,9.0,9.0,0,8.6,0,1,1,8.7,0,0,9.0,0,0,1,0,1,London,2,2
The Waterman's Arms,8.5,8.6,9.1,9.1,0,8.6,0,1,1,8.6,0,0,9.1,0,0,0,0,0,London,1,1
Modern Central Family-Home for 6,9.0,8.7,9.5,9.3,0,8.9,0,0,1,9.4,0,1,9.3,0,0,0,0,1,London,2,1
Dorsett City London,7.9,9.0,8.6,8.3,1,8.2,0,1,1,7.7,0,1,8.6,0,0,0,1,1,London,3,3
Corinthia London,9.3,9.5,9.6,9.5,1,9.5,1,1,1,8.2,1,1,9.6,1,1,0,1,1,London,6,4
The Westin London City,8.7,8.7,9.4,9.1,1,9.1,1,1,1,8.0,0,1,9.3,0,1,1,0,1,London,5,3
"Staybridge Suites London-Vauxhall, an IHG Hotel",8.8,8.9,9.1,9.3,1,9.0,0,0,1,8.6,0,1,9.0,0,0,1,0,1,London,2,3
The Nayland Hotel,7.0,9.0,7.4,8.2,0,6.8,0,1,1,7.3,0,1,7.7,0,0,0,0,1,London,3,1
Marylebone Village Apartments,8.4,9.4,8.7,9.3,0,8.6,0,0,1,8.3,0,0,8.7,0,0,0,0,0,London,0,1
Hausd - Piccadilly Circus,8.4,9.7,8.9,8.8,0,8.6,0,0,1,8.2,1,0,9.0,0,0,0,0,0,London,1,1
Surrey Quays Studio,7.5,8.1,7.8,8.8,0,7.6,0,0,1,7.9,1,0,8.2,0,0,0,0,0,London,1,1
Hyatt Place London City East,8.4,8.3,9.1,9.0,1,8.6,0,1,1,8.3,1,1,9.0,0,0,1,1,1,London,4,4
Vilenza Hotel,7.4,8.0,7.7,8.7,0,7.5,0,0,1,7.7,0,0,7.8,0,0,0,0,0,London,0,1
Park International Hotel,7.6,8.9,8.0,8.3,0,7.5,0,0,1,7.5,0,1,7.9,0,0,0,0,1,London,2,1
41,9.7,9.7,9.8,9.9,0,9.6,0,1,1,9.1,1,1,9.8,1,0,1,0,1,London,4,3
"InterContinental London Park Lane, an IHG Hotel",8.4,9.5,9.0,8.8,1,8.6,0,1,1,7.6,1,1,8.9,1,0,0,0,1,London,4,3
Camden Prime ApartHotel,8.6,8.4,8.8,9.4,1,8.7,0,0,1,8.4,0,1,8.9,0,0,0,1,1,London,2,3
